Latitude,Longitude,,RA (Lon),Dec (Lat),,,,Lat Conversion,,Lon Conversion,
51.1681,-35.33358333,,9.644427778,-51.1681,,,,-51.1681,51.1681,144.6664167,-35.33358333
51.30714444,-36.10191667,,9.593205556,-51.30714444,,,,-51.30714444,51.30714444,143.8980833,-36.10191667
50.53889722,-35.80970833,,9.612686111,-50.53889722,,,,-50.53889722,50.53889722,144.1902917,-35.80970833
50.35746111,-36.52654167,,9.564897222,-50.35746111,,,,-50.35746111,50.35746111,143.4734583,-36.52654167
50.80115,-36.38775,,9.57415,-50.80115,,,,-50.80115,50.80115,143.61225,-36.38775
50.55709444,-35.96954167,,9.602030556,-50.55709444,,,,-50.55709444,50.55709444,144.0304583,-35.96954167
50.32526667,-35.59804167,,9.626797222,-50.32526667,,,,-50.32526667,50.32526667,144.4019583,-35.59804167
50.5102,-36.11925,,9.59205,-50.5102,,,,-50.5102,50.5102,143.88075,-36.11925
50.51821111,-36.21779167,,9.585480556,-50.51821111,,,,-50.51821111,50.51821111,143.7822083,-36.21779167
51.04511111,-36.1415,,9.590566667,-51.04511111,,,,-51.04511111,51.04511111,143.8585,-36.1415
50.76311389,-35.68470833,,9.621019444,-50.76311389,,,,-50.76311389,50.76311389,144.3152917,-35.68470833
50.59498056,-36.97829167,,9.534780556,-50.59498056,,,,-50.59498056,50.59498056,143.0217083,-36.97829167
51.08551389,-36.43770833,,9.570819444,-51.08551389,,,,-51.08551389,51.08551389,143.5622917,-36.43770833
50.78001111,-35.893125,,9.607125,-50.78001111,,,,-50.78001111,50.78001111,144.106875,-35.893125
50.08234167,-35.55125,,9.629916667,-50.08234167,,,,-50.08234167,50.08234167,144.44875,-35.55125
51.07130278,-36.92904167,,9.538063889,-51.07130278,,,,-51.07130278,51.07130278,143.0709583,-36.92904167
51.09031667,-36.40870833,,9.572752778,-51.09031667,,,,-51.09031667,51.09031667,143.5912917,-36.40870833
50.41417778,-35.390125,,9.640658333,-50.41417778,,,,-50.41417778,50.41417778,144.609875,-35.390125
51.25424722,-35.06416667,,9.662388889,-51.25424722,,,,-51.25424722,51.25424722,144.9358333,-35.06416667
50.95191944,-36.21629167,,9.585580556,-50.95191944,,,,-50.95191944,50.95191944,143.7837083,-36.21629167
50.49446389,-36.10058333,,9.593294444,-50.49446389,,,,-50.49446389,50.49446389,143.8994167,-36.10058333
50.73154722,-36.62691667,,9.558205556,-50.73154722,,,,-50.73154722,50.73154722,143.3730833,-36.62691667
50.46315556,-35.08504167,,9.660997222,-50.46315556,,,,-50.46315556,50.46315556,144.9149583,-35.08504167
50.85468056,-35.54991667,,9.630005556,-50.85468056,,,,-50.85468056,50.85468056,144.4500833,-35.54991667
50.92868056,-37.05770833,,9.529486111,-50.92868056,,,,-50.92868056,50.92868056,142.9422917,-37.05770833
50.64355833,-35.223625,,9.651758333,-50.64355833,,,,-50.64355833,50.64355833,144.776375,-35.223625
50.61904167,-35.52566667,,9.631622222,-50.61904167,,,,-50.61904167,50.61904167,144.4743333,-35.52566667
50.28410556,-35.338625,,9.644091667,-50.28410556,,,,-50.28410556,50.28410556,144.661375,-35.338625
50.98866944,-36.06495833,,9.595669444,-50.98866944,,,,-50.98866944,50.98866944,143.9350417,-36.06495833
51.10411944,-36.589375,,9.560708333,-51.10411944,,,,-51.10411944,51.10411944,143.410625,-36.589375
51.14177778,-36.49383333,,9.567077778,-51.14177778,,,,-51.14177778,51.14177778,143.5061667,-36.49383333
51.09433889,-36.16329167,,9.589113889,-51.09433889,,,,-51.09433889,51.09433889,143.8367083,-36.16329167
50.13071667,-36.56141667,,9.562572222,-50.13071667,,,,-50.13071667,50.13071667,143.4385833,-36.56141667
50.70988056,-36.402,,9.5732,-50.70988056,,,,-50.70988056,50.70988056,143.598,-36.402
50.8777,-35.95470833,,9.603019444,-50.8777,,,,-50.8777,50.8777,144.0452917,-35.95470833
50.53067778,-35.66116667,,9.622588889,-50.53067778,,,,-50.53067778,50.53067778,144.3388333,-35.66116667
51.079575,-36.00870833,,9.599419444,-51.079575,,,,-51.079575,51.079575,143.9912917,-36.00870833
50.95035,-35.25495833,,9.649669444,-50.95035,,,,-50.95035,50.95035,144.7450417,-35.25495833
50.60208056,-36.30175,,9.579883333,-50.60208056,,,,-50.60208056,50.60208056,143.69825,-36.30175
50.94424444,-36.55054167,,9.563297222,-50.94424444,,,,-50.94424444,50.94424444,143.4494583,-36.55054167
50.43729167,-34.98016667,,9.667988889,-50.43729167,,,,-50.43729167,50.43729167,145.0198333,-34.98016667
50.91385833,-36.09733333,,9.593511111,-50.91385833,,,,-50.91385833,50.91385833,143.9026667,-36.09733333
50.69250833,-36.12625,,9.591583333,-50.69250833,,,,-50.69250833,50.69250833,143.87375,-36.12625
50.58590556,-34.93441667,,9.671038889,-50.58590556,,,,-50.58590556,50.58590556,145.0655833,-34.93441667
50.41899167,-35.847125,,9.610191667,-50.41899167,,,,-50.41899167,50.41899167,144.152875,-35.847125
50.30119167,-35.45141667,,9.636572222,-50.30119167,,,,-50.30119167,50.30119167,144.5485833,-35.45141667
51.01063056,-36.039375,,9.597375,-51.01063056,,,,-51.01063056,51.01063056,143.960625,-36.039375
50.67070278,-36.14554167,,9.590297222,-50.67070278,,,,-50.67070278,50.67070278,143.8544583,-36.14554167
50.85705833,-36.54291667,,9.563805556,-50.85705833,,,,-50.85705833,50.85705833,143.4570833,-36.54291667
50.57752222,-36.217375,,9.585508333,-50.57752222,,,,-50.57752222,50.57752222,143.782625,-36.217375
50.63386111,-36.08225,,9.594516667,-50.63386111,,,,-50.63386111,50.63386111,143.91775,-36.08225
50.70951944,-35.81679167,,9.612213889,-50.70951944,,,,-50.70951944,50.70951944,144.1832083,-35.81679167
50.73933056,-34.974625,,9.668358333,-50.73933056,,,,-50.73933056,50.73933056,145.025375,-34.974625
51.12729444,-36.42954167,,9.571363889,-51.12729444,,,,-51.12729444,51.12729444,143.5704583,-36.42954167
51.30495278,-35.90766667,,9.606155556,-51.30495278,,,,-51.30495278,51.30495278,144.0923333,-35.90766667
50.30141111,-36.47695833,,9.568202778,-50.30141111,,,,-50.30141111,50.30141111,143.5230417,-36.47695833
51.34143333,-35.5055,,9.632966667,-51.34143333,,,,-51.34143333,51.34143333,144.4945,-35.5055
50.50251111,-36.03266667,,9.597822222,-50.50251111,,,,-50.50251111,50.50251111,143.9673333,-36.03266667
51.30641389,-36.013125,,9.599125,-51.30641389,,,,-51.30641389,51.30641389,143.986875,-36.013125
50.83156944,-35.78554167,,9.614297222,-50.83156944,,,,-50.83156944,50.83156944,144.2144583,-35.78554167
50.44832222,-35.97708333,,9.601527778,-50.44832222,,,,-50.44832222,50.44832222,144.0229167,-35.97708333
50.28115278,-36.29079167,,9.580613889,-50.28115278,,,,-50.28115278,50.28115278,143.7092083,-36.29079167
51.77729722,-37.14666667,,9.523555556,-51.77729722,,SCO 1k2,,-51.77729722,51.77729722,142.8533333,-37.14666667
51.49554722,-36.73725,,9.55085,-51.49554722,,,,-51.49554722,51.49554722,143.26275,-36.73725
51.77021667,-36.216125,,9.585591667,-51.77021667,,,,-51.77021667,51.77021667,143.783875,-36.216125
51.46093889,-36.43679167,,9.570880556,-51.46093889,,,,-51.46093889,51.46093889,143.5632083,-36.43679167
51.97391944,-37.19620833,,9.520252778,-51.97391944,,,,-51.97391944,51.97391944,142.8037917,-37.19620833
51.44979722,-36.44179167,,9.570547222,-51.44979722,,,,-51.44979722,51.44979722,143.5582083,-36.44179167
51.53008333,-36.29591667,,9.580272222,-51.53008333,,,,-51.53008333,51.53008333,143.7040833,-36.29591667
51.42913333,-35.44866667,,9.636755556,-51.42913333,,,,-51.42913333,51.42913333,144.5513333,-35.44866667
51.66434444,-36.56445833,,9.562369444,-51.66434444,,,,-51.66434444,51.66434444,143.4355417,-36.56445833
52.29986667,-36.584125,,9.561058333,-52.29986667,,,,-52.29986667,52.29986667,143.415875,-36.584125
52.03004722,-36.174125,,9.588391667,-52.03004722,,,,-52.03004722,52.03004722,143.825875,-36.174125
51.95174167,-36.274125,,9.581725,-51.95174167,,,,-51.95174167,51.95174167,143.725875,-36.274125
51.52868056,-36.47791667,,9.568138889,-51.52868056,,,,-51.52868056,51.52868056,143.5220833,-36.47791667
51.78870278,-36.05925,,9.59605,-51.78870278,,,,-51.78870278,51.78870278,143.94075,-36.05925
51.36004167,-36.1,,9.593333333,-51.36004167,,,,-51.36004167,51.36004167,143.9,-36.1
51.39172222,-36.64641667,,9.556905556,-51.39172222,,,,-51.39172222,51.39172222,143.3535833,-36.64641667
52.13307778,-36.57808333,,9.561461111,-52.13307778,,,,-52.13307778,52.13307778,143.4219167,-36.57808333
51.58820833,-36.951,,9.5366,-51.58820833,,,,-51.58820833,51.58820833,143.049,-36.951
51.714375,-36.74445833,,9.550369444,-51.714375,,,,-51.714375,51.714375,143.2555417,-36.74445833
51.31604444,-36.56779167,,9.562147222,-51.31604444,,,,-51.31604444,51.31604444,143.4322083,-36.56779167
51.45675556,-36.44125,,9.570583333,-51.45675556,,,,-51.45675556,51.45675556,143.55875,-36.44125
51.57577778,-36.41716667,,9.572188889,-51.57577778,,,,-51.57577778,51.57577778,143.5828333,-36.41716667
51.56264722,-36.120625,,9.591958333,-51.56264722,,,,-51.56264722,51.56264722,143.879375,-36.120625
51.8002,-36.98075,,9.534616667,-51.8002,,,,-51.8002,51.8002,143.01925,-36.98075
52.00400278,-36.21725,,9.585516667,-52.00400278,,,,-52.00400278,52.00400278,143.78275,-36.21725
51.86810278,-35.78541667,,9.614305556,-51.86810278,,,,-51.86810278,51.86810278,144.2145833,-35.78541667
51.90103889,-36.11125,,9.592583333,-51.90103889,,,,-51.90103889,51.90103889,143.88875,-36.11125
51.592825,-36.27670833,,9.581552778,-51.592825,,,,-51.592825,51.592825,143.7232917,-36.27670833
51.65401944,-35.88895833,,9.607402778,-51.65401944,,,,-51.65401944,51.65401944,144.1110417,-35.88895833
52.13353056,-36.919125,,9.538725,-52.13353056,,,,-52.13353056,52.13353056,143.080875,-36.919125
51.19822222,-36.74991667,,9.550005556,-51.19822222,,,,-51.19822222,51.19822222,143.2500833,-36.74991667
51.86505556,-36.607375,,9.559508333,-51.86505556,,,,-51.86505556,51.86505556,143.392625,-36.607375
51.54332222,-36.50754167,,9.566163889,-51.54332222,,,,-51.54332222,51.54332222,143.4924583,-36.50754167
51.32965,-35.92695833,,9.604869444,-51.32965,,,,-51.32965,51.32965,144.0730417,-35.92695833
51.591875,-36.130375,,9.591308333,-51.591875,,,,-51.591875,51.591875,143.869625,-36.130375
51.44812778,-36.659375,,9.556041667,-51.44812778,,,,-51.44812778,51.44812778,143.340625,-36.659375
51.47475278,-37.53691667,,9.497538889,-51.47475278,,,,-51.47475278,51.47475278,142.4630833,-37.53691667
51.62663611,-36.459,,9.5694,-51.62663611,,,,-51.62663611,51.62663611,143.541,-36.459
51.90051667,-36.61808333,,9.558794444,-51.90051667,,,,-51.90051667,51.90051667,143.3819167,-36.61808333
52.08509444,-36.319375,,9.578708333,-52.08509444,,,,-52.08509444,52.08509444,143.680625,-36.319375
51.37375278,-36.511875,,9.565875,-51.37375278,,,,-51.37375278,51.37375278,143.488125,-36.511875
51.67553611,-36.24795833,,9.583469444,-51.67553611,,,,-51.67553611,51.67553611,143.7520417,-36.24795833
51.62853611,-36.86108333,,9.542594444,-51.62853611,,,,-51.62853611,51.62853611,143.1389167,-36.86108333
51.77369167,-36.62295833,,9.558469444,-51.77369167,,,,-51.77369167,51.77369167,143.3770417,-36.62295833
51.72406944,-36.92025,,9.53865,-51.72406944,,,,-51.72406944,51.72406944,143.07975,-36.92025
51.313825,-36.831625,,9.544558333,-51.313825,,,,-51.313825,51.313825,143.168375,-36.831625
51.39412222,-36.12904167,,9.591397222,-51.39412222,,,,-51.39412222,51.39412222,143.8709583,-36.12904167
51.41100556,-36.37579167,,9.574947222,-51.41100556,,,,-51.41100556,51.41100556,143.6242083,-36.37579167
51.84486944,-37.22554167,,9.518297222,-51.84486944,,,,-51.84486944,51.84486944,142.7744583,-37.22554167
51.71184722,-36.39679167,,9.573547222,-51.71184722,,,,-51.71184722,51.71184722,143.6032083,-36.39679167
51.57042222,-36.594375,,9.560375,-51.57042222,,,,-51.57042222,51.57042222,143.405625,-36.594375
51.81131667,-36.85875,,9.54275,-51.81131667,,,,-51.81131667,51.81131667,143.14125,-36.85875
51.589075,-36.42370833,,9.571752778,-51.589075,,,,-51.589075,51.589075,143.5762917,-36.42370833
51.76486389,-36.91170833,,9.539219444,-51.76486389,,,,-51.76486389,51.76486389,143.0882917,-36.91170833
51.83654444,-35.76270833,,9.615819444,-51.83654444,,,,-51.83654444,51.83654444,144.2372917,-35.76270833
51.61081944,-36.106375,,9.592908333,-51.61081944,,,,-51.61081944,51.61081944,143.893625,-36.106375
51.511725,-35.525625,,9.631625,-51.511725,,,,-51.511725,51.511725,144.474375,-35.525625
52.28365556,-36.5825,,9.561166667,-52.28365556,,,,-52.28365556,52.28365556,143.4175,-36.5825
51.33683611,-36.14691667,,9.590205556,-51.33683611,,,,-51.33683611,51.33683611,143.8530833,-36.14691667
51.61193333,-36.10141667,,9.593238889,-51.61193333,,,,-51.61193333,51.61193333,143.8985833,-36.10141667
51.61898056,-36.50716667,,9.566188889,-51.61898056,,,,-51.61898056,51.61898056,143.4928333,-36.50716667
51.81110556,-36.75125,,9.549916667,-51.81110556,,,,-51.81110556,51.81110556,143.24875,-36.75125
51.75495278,-36.177375,,9.588175,-51.75495278,,,,-51.75495278,51.75495278,143.822625,-36.177375
51.13449722,-36.9525,,9.5365,-51.13449722,,,,-51.13449722,51.13449722,143.0475,-36.9525
52.11511389,-37.14179167,,9.523880556,-52.11511389,,,,-52.11511389,52.11511389,142.8582083,-37.14179167
51.96380556,-36.65716667,,9.556188889,-51.96380556,,,,-51.96380556,51.96380556,143.3428333,-36.65716667
51.29388889,-36.94133333,,9.537244444,-51.29388889,,,,-51.29388889,51.29388889,143.0586667,-36.94133333
51.56703333,-36.42183333,,9.571877778,-51.56703333,,,,-51.56703333,51.56703333,143.5781667,-36.42183333
51.47910833,-35.411875,,9.639208333,-51.47910833,,,,-51.47910833,51.47910833,144.588125,-35.411875
51.34333333,-36.424,,9.571733333,-51.34333333,,,,-51.34333333,51.34333333,143.576,-36.424
51.26888889,-36.72045833,,9.551969444,-51.26888889,,,,-51.26888889,51.26888889,143.2795417,-36.72045833
52.01947222,-35.72383333,,9.618411111,-52.01947222,,,,-52.01947222,52.01947222,144.2761667,-35.72383333
51.50262778,-36.73141667,,9.551238889,-51.50262778,,,,-51.50262778,51.50262778,143.2685833,-36.73141667
51.36429722,-36.36620833,,9.575586111,-51.36429722,,,,-51.36429722,51.36429722,143.6337917,-36.36620833
51.60001667,-36.58841667,,9.560772222,-51.60001667,,,,-51.60001667,51.60001667,143.4115833,-36.58841667
51.41354444,-36.24795833,,9.583469444,-51.41354444,,,,-51.41354444,51.41354444,143.7520417,-36.24795833
51.56533333,-36.29266667,,9.580488889,-51.56533333,,,,-51.56533333,51.56533333,143.7073333,-36.29266667
51.47631944,-36.477375,,9.568175,-51.47631944,,,,-51.47631944,51.47631944,143.522625,-36.477375
51.87395278,-37.13791667,,9.524138889,-51.87395278,,,,-51.87395278,51.87395278,142.8620833,-37.13791667
51.71860556,-36.09270833,,9.593819444,-51.71860556,,,,-51.71860556,51.71860556,143.9072917,-36.09270833
51.45478056,-37.47070833,,9.501952778,-51.45478056,,,,-51.45478056,51.45478056,142.5292917,-37.47070833
51.78164722,-35.37491667,,9.641672222,-51.78164722,,,,-51.78164722,51.78164722,144.6250833,-35.37491667
51.14932222,-36.2055,,9.5863,-51.14932222,,,,-51.14932222,51.14932222,143.7945,-36.2055
51.73782778,-36.81404167,,9.545730556,-51.73782778,,,,-51.73782778,51.73782778,143.1859583,-36.81404167
52.01672778,-36.67945833,,9.554702778,-52.01672778,,,,-52.01672778,52.01672778,143.3205417,-36.67945833
51.54909722,-35.7335,,9.617766667,-51.54909722,,,,-51.54909722,51.54909722,144.2665,-35.7335
51.90217778,-36.57704167,,9.561530556,-51.90217778,,,,-51.90217778,51.90217778,143.4229583,-36.57704167
51.74158056,-36.198875,,9.586741667,-51.74158056,,,,-51.74158056,51.74158056,143.801125,-36.198875
51.49926111,-36.57233333,,9.561844444,-51.49926111,,,,-51.49926111,51.49926111,143.4276667,-36.57233333
51.97285,-36.95075,,9.536616667,-51.97285,,,,-51.97285,51.97285,143.04925,-36.95075
51.23789722,-36.689625,,9.554025,-51.23789722,,,,-51.23789722,51.23789722,143.310375,-36.689625
52.08571111,-36.77029167,,9.548647222,-52.08571111,,,,-52.08571111,52.08571111,143.2297083,-36.77029167
51.58551667,-35.61608333,,9.625594444,-51.58551667,,,,-51.58551667,51.58551667,144.3839167,-35.61608333
51.45040556,-36.444625,,9.570358333,-51.45040556,,,,-51.45040556,51.45040556,143.555375,-36.444625
51.64074167,-35.67291667,,9.621805556,-51.64074167,,,,-51.64074167,51.64074167,144.3270833,-35.67291667
51.38488333,-37.12595833,,9.524936111,-51.38488333,,,,-51.38488333,51.38488333,142.8740417,-37.12595833
51.53041667,-36.46254167,,9.569163889,-51.53041667,,,,-51.53041667,51.53041667,143.5374583,-36.46254167
51.06277778,-35.86033333,,9.609311111,-51.06277778,,,,-51.06277778,51.06277778,144.1396667,-35.86033333
51.7042,-36.54279167,,9.563813889,-51.7042,,,,-51.7042,51.7042,143.4572083,-36.54279167
52.31563611,-36.888,,9.5408,-52.31563611,,,,-52.31563611,52.31563611,143.112,-36.888
51.53923611,-36.25729167,,9.582847222,-51.53923611,,,,-51.53923611,51.53923611,143.7427083,-36.25729167
51.52525833,-36.26279167,,9.582480556,-51.52525833,,,,-51.52525833,51.52525833,143.7372083,-36.26279167
51.32852778,-36.73291667,,9.551138889,-51.32852778,,,,-51.32852778,51.32852778,143.2670833,-36.73291667
51.51184722,-36.27379167,,9.581747222,-51.51184722,,,,-51.51184722,51.51184722,143.7262083,-36.27379167
52.05516667,-36.84091667,,9.543938889,-52.05516667,,,,-52.05516667,52.05516667,143.1590833,-36.84091667
51.53546389,-36.984375,,9.534375,-51.53546389,,,,-51.53546389,51.53546389,143.015625,-36.984375
51.79333333,-36.97229167,,9.535180556,-51.79333333,,,,-51.79333333,51.79333333,143.0277083,-36.97229167
51.89635278,-36.44983333,,9.570011111,-51.89635278,,,,-51.89635278,51.89635278,143.5501667,-36.44983333
51.62231111,-37.05079167,,9.529947222,-51.62231111,,,,-51.62231111,51.62231111,142.9492083,-37.05079167
51.86507778,-36.96533333,,9.535644444,-51.86507778,,,,-51.86507778,51.86507778,143.0346667,-36.96533333
51.36729444,-35.77520833,,9.614986111,-51.36729444,,,,-51.36729444,51.36729444,144.2247917,-35.77520833
51.47656944,-36.94475,,9.537016667,-51.47656944,,,,-51.47656944,51.47656944,143.05525,-36.94475
51.60642222,-36.29104167,,9.580597222,-51.60642222,,,,-51.60642222,51.60642222,143.7089583,-36.29104167
51.624675,-36.51783333,,9.565477778,-51.624675,,,,-51.624675,51.624675,143.4821667,-36.51783333
51.47398333,-37.28358333,,9.514427778,-51.47398333,,,,-51.47398333,51.47398333,142.7164167,-37.28358333
52.07995833,-35.98845833,,9.600769444,-52.07995833,,,,-52.07995833,52.07995833,144.0115417,-35.98845833
51.57743056,-36.92675,,9.538216667,-51.57743056,,,,-51.57743056,51.57743056,143.07325,-36.92675
51.76487222,-36.48583333,,9.567611111,-51.76487222,,,,-51.76487222,51.76487222,143.5141667,-36.48583333
51.07659444,-37.295,,9.513666667,-51.07659444,,,,-51.07659444,51.07659444,142.705,-37.295
52.07541389,-36.12333333,,9.591777778,-52.07541389,,,,-52.07541389,52.07541389,143.8766667,-36.12333333
52.09914444,-36.12308333,,9.591794444,-52.09914444,,,,-52.09914444,52.09914444,143.8769167,-36.12308333
51.83618333,-36.1545,,9.5897,-51.83618333,,,,-51.83618333,51.83618333,143.8455,-36.1545
51.70621667,-36.41254167,,9.572497222,-51.70621667,,,,-51.70621667,51.70621667,143.5874583,-36.41254167
51.33204167,-36.16033333,,9.589311111,-51.33204167,,,,-51.33204167,51.33204167,143.8396667,-36.16033333
51.40275833,-37.27066667,,9.515288889,-51.40275833,,,,-51.40275833,51.40275833,142.7293333,-37.27066667
52.14314167,-35.84925,,9.61005,-52.14314167,,,,-52.14314167,52.14314167,144.15075,-35.84925
51.63761389,-36.31616667,,9.578922222,-51.63761389,,,,-51.63761389,51.63761389,143.6838333,-36.31616667
51.76630833,-36.24658333,,9.583561111,-51.76630833,,,,-51.76630833,51.76630833,143.7534167,-36.24658333
51.74958611,-35.96320833,,9.602452778,-51.74958611,,,,-51.74958611,51.74958611,144.0367917,-35.96320833
51.90291944,-36.8095,,9.546033333,-51.90291944,,,,-51.90291944,51.90291944,143.1905,-36.8095
51.56126389,-36.15020833,,9.589986111,-51.56126389,,,,-51.56126389,51.56126389,143.8497917,-36.15020833
51.918125,-35.96554167,,9.602297222,-51.918125,,,,-51.918125,51.918125,144.0344583,-35.96554167
51.55513889,-37.13329167,,9.524447222,-51.55513889,,,,-51.55513889,51.55513889,142.8667083,-37.13329167
50.99508333,-36.8135,,9.545766667,-50.99508333,,,,-50.99508333,50.99508333,143.1865,-36.8135
51.76124167,-36.46925,,9.568716667,-51.76124167,,,,-51.76124167,51.76124167,143.53075,-36.46925
51.59071111,-36.649,,9.556733333,-51.59071111,,,,-51.59071111,51.59071111,143.351,-36.649
51.83911389,-36.796375,,9.546908333,-51.83911389,,,,-51.83911389,51.83911389,143.203625,-36.796375
51.92275556,-36.155125,,9.589658333,-51.92275556,,,,-51.92275556,51.92275556,143.844875,-36.155125
51.36117222,-36.64491667,,9.557005556,-51.36117222,,,,-51.36117222,51.36117222,143.3550833,-36.64491667
51.19048611,-36.91470833,,9.539019444,-51.19048611,,,,-51.19048611,51.19048611,143.0852917,-36.91470833
51.52483333,-35.83358333,,9.611094444,-51.52483333,,,,-51.52483333,51.52483333,144.1664167,-35.83358333
51.83006111,-37.19620833,,9.520252778,-51.83006111,,,,-51.83006111,51.83006111,142.8037917,-37.19620833
51.84826111,-36.56108333,,9.562594444,-51.84826111,,,,-51.84826111,51.84826111,143.4389167,-36.56108333
51.37381389,-36.31133333,,9.579244444,-51.37381389,,,,-51.37381389,51.37381389,143.6886667,-36.31133333
51.515125,-35.8715,,9.608566667,-51.515125,,,,-51.515125,51.515125,144.1285,-35.8715
51.56767778,-36.37954167,,9.574697222,-51.56767778,,,,-51.56767778,51.56767778,143.6204583,-36.37954167
51.85791667,-37.381375,,9.507908333,-51.85791667,,,,-51.85791667,51.85791667,142.618625,-37.381375
51.60702778,-36.72866667,,9.551422222,-51.60702778,,,,-51.60702778,51.60702778,143.2713333,-36.72866667
51.53970833,-37.35579167,,9.509613889,-51.53970833,,,,-51.53970833,51.53970833,142.6442083,-37.35579167
51.79229722,-36.94108333,,9.537261111,-51.79229722,,,,-51.79229722,51.79229722,143.0589167,-36.94108333
51.53664444,-37.25075,,9.516616667,-51.53664444,,,,-51.53664444,51.53664444,142.74925,-37.25075
52.20964722,-36.74958333,,9.550027778,-52.20964722,,,,-52.20964722,52.20964722,143.2504167,-36.74958333
51.52836667,-36.16479167,,9.589013889,-51.52836667,,,,-51.52836667,51.52836667,143.8352083,-36.16479167
51.74595278,-36.67641667,,9.554905556,-51.74595278,,,,-51.74595278,51.74595278,143.3235833,-36.67641667
51.57615556,-36.58133333,,9.561244444,-51.57615556,,,,-51.57615556,51.57615556,143.4186667,-36.58133333
52.31997222,-35.5245,,9.6317,-52.31997222,,SCO 1k3,,-52.31997222,52.31997222,144.4755,-35.5245
52.09836111,-34.99441667,,9.667038889,-52.09836111,,,,-52.09836111,52.09836111,145.0055833,-34.99441667
52.26316111,-34.413125,,9.705791667,-52.26316111,,,,-52.26316111,52.26316111,145.586875,-34.413125
52.51703333,-35.900875,,9.606608333,-52.51703333,,,,-52.51703333,52.51703333,144.099125,-35.900875
52.17909722,-35.755375,,9.616308333,-52.17909722,,,,-52.17909722,52.17909722,144.244625,-35.755375
51.91702778,-34.988,,9.667466667,-51.91702778,,,,-51.91702778,51.91702778,145.012,-34.988
52.27913056,-35.03066667,,9.664622222,-52.27913056,,,,-52.27913056,52.27913056,144.9693333,-35.03066667
52.35681389,-35.30154167,,9.646563889,-52.35681389,,,,-52.35681389,52.35681389,144.6984583,-35.30154167
52.15914444,-35.11166667,,9.659222222,-52.15914444,,,,-52.15914444,52.15914444,144.8883333,-35.11166667
52.39390556,-35.46366667,,9.635755556,-52.39390556,,,,-52.39390556,52.39390556,144.5363333,-35.46366667
52.33371111,-35.95091667,,9.603272222,-52.33371111,,,,-52.33371111,52.33371111,144.0490833,-35.95091667
52.31781667,-36.31004167,,9.579330556,-52.31781667,,,,-52.31781667,52.31781667,143.6899583,-36.31004167
51.95640278,-35.563125,,9.629125,-51.95640278,,,,-51.95640278,51.95640278,144.436875,-35.563125
52.47877222,-35.87729167,,9.608180556,-52.47877222,,,,-52.47877222,52.47877222,144.1227083,-35.87729167
52.66129444,-35.56583333,,9.628944444,-52.66129444,,,,-52.66129444,52.66129444,144.4341667,-35.56583333
52.27946389,-35.32333333,,9.645111111,-52.27946389,,,,-52.27946389,52.27946389,144.6766667,-35.32333333
52.02638611,-36.13604167,,9.590930556,-52.02638611,,,,-52.02638611,52.02638611,143.8639583,-36.13604167
52.17537222,-35.49266667,,9.633822222,-52.17537222,,,,-52.17537222,52.17537222,144.5073333,-35.49266667
52.23973889,-35.495,,9.633666667,-52.23973889,,,,-52.23973889,52.23973889,144.505,-35.495
52.51386944,-35.99520833,,9.600319444,-52.51386944,,,,-52.51386944,52.51386944,144.0047917,-35.99520833
52.27045556,-35.51633333,,9.632244444,-52.27045556,,,,-52.27045556,52.27045556,144.4836667,-35.51633333
51.89854722,-35.681875,,9.621208333,-51.89854722,,,,-51.89854722,51.89854722,144.318125,-35.681875
52.35223333,-35.87275,,9.608483333,-52.35223333,,,,-52.35223333,52.35223333,144.12725,-35.87275
52.32641667,-35.3435,,9.643766667,-52.32641667,,,,-52.32641667,52.32641667,144.6565,-35.3435
51.89984444,-35.558625,,9.629425,-51.89984444,,,,-51.89984444,51.89984444,144.441375,-35.558625
52.11398333,-35.17091667,,9.655272222,-52.11398333,,,,-52.11398333,52.11398333,144.8290833,-35.17091667
52.43986111,-35.57833333,,9.628111111,-52.43986111,,,,-52.43986111,52.43986111,144.4216667,-35.57833333
52.05079722,-34.8055,,9.679633333,-52.05079722,,,,-52.05079722,52.05079722,145.1945,-34.8055
52.30498056,-35.40145833,,9.639902778,-52.30498056,,,,-52.30498056,52.30498056,144.5985417,-35.40145833
52.05519167,-35.48666667,,9.634222222,-52.05519167,,,,-52.05519167,52.05519167,144.5133333,-35.48666667
52.10056944,-35.36308333,,9.642461111,-52.10056944,,,,-52.10056944,52.10056944,144.6369167,-35.36308333
52.31202222,-35.35425,,9.64305,-52.31202222,,,,-52.31202222,52.31202222,144.64575,-35.35425
52.18492778,-36.05675,,9.596216667,-52.18492778,,,,-52.18492778,52.18492778,143.94325,-36.05675
52.70712222,-35.74841667,,9.616772222,-52.70712222,,,,-52.70712222,52.70712222,144.2515833,-35.74841667
52.18136667,-35.06545833,,9.662302778,-52.18136667,,,,-52.18136667,52.18136667,144.9345417,-35.06545833
51.90418611,-35.72770833,,9.618152778,-51.90418611,,,,-51.90418611,51.90418611,144.2722917,-35.72770833
52.42463611,-35.420625,,9.638625,-52.42463611,,,,-52.42463611,52.42463611,144.579375,-35.420625
51.98419722,-35.32733333,,9.644844444,-51.98419722,,,,-51.98419722,51.98419722,144.6726667,-35.32733333
52.10199444,-35.37954167,,9.641363889,-52.10199444,,,,-52.10199444,52.10199444,144.6204583,-35.37954167
